sample_stamp_sec,sample_stamp_nanosec,pose1_stamp_sec,pose1_stamp_nanosec,pose1_x,pose1_y,pose1_z,pose2_stamp_sec,pose2_stamp_nanosec,pose2_x,pose2_y,pose2_z,distance,distance_sum
1755383450,179495833,1755383450,132062242,25.907238006591797,11.761908531188965,66.3720474243164,1755383450,133906887,28.867462410769917,12.532837430925426,77.76718429211668,11.798576,11.798576
1755383450,679487580,1755383450,631031685,26.61646270751953,11.955336570739746,68.66838836669922,1755383450,633862215,29.687058885461425,12.770563563593008,80.27155900280468,12.030242,23.828818
1755383451,179492568,1755383451,133884837,27.339406967163086,12.154022216796875,70.99122619628906,1755383451,133947855,30.50628313528344,13.00891829291509,82.75838069944436,12.215804,36.044623
1755383451,679477782,1755383451,635798382,28.064250946044922,12.356492042541504,73.2867660522461,1755383451,633893636,31.32457678128901,13.24776750000563,85.22463287281748,12.407125,48.451748
1755383452,179489312,1755383452,169910077,28.872323989868164,12.584982872009277,75.82982635498047,1755383452,133943870,32.14227017102564,13.487235911769922,87.6700095391044,12.316515,60.768263
1755383452,679493378,1755383452,669062349,29.612960815429688,12.79625415802002,78.14659118652344,1755383452,633917207,32.95896730818549,13.727236037909272,90.0920411004449,12.440107,73.208370
1755383453,179496960,1755383453,171394226,30.36802864074707,13.011241912841797,80.4874038696289,1755383453,133907815,33.77473982660126,13.967817214968917,92.48968097288336,12.513008,85.721379
1755383453,679466540,1755383453,670276713,31.120649337768555,13.227286338806152,82.80924987792969,1755383453,633913395,34.58950498455917,14.208983608514373,94.86144261469953,12.579827,98.301205
1755383454,179487625,1755383454,169612657,31.88460922241211,13.44759750366211,85.1330337524414,1755383454,133903923,35.40309445396545,14.450713867977221,97.20561897260538,12.614805,110.916010
1755383454,679404339,1755383454,673338194,32.65616226196289,13.672673225402832,87.44384765625,1755383454,633912309,36.215509685056276,14.693036941193597,99.52102105625823,12.632031,123.548041
1755383455,179543125,1755383455,147300493,33.362220764160156,13.880491256713867,89.52400970458984,1755383455,133928294,37.02662961120362,14.935945359658618,101.80613341983718,12.860499,136.408540
1755383455,679422727,1755383455,647789306,34.155845642089844,14.114126205444336,91.82638549804688,1755383455,633921209,37.83632428257371,15.179428742397029,104.05944974034989,12.819074,149.227614
1755383456,179499917,1755383456,147144396,34.957557678222656,14.351300239562988,94.10626983642578,1755383456,133917288,38.64453854831888,15.423499046865153,106.27970449437322,12.764637,161.992251
1755383456,679482163,1755383456,620110606,35.7681884765625,14.592113494873047,96.37622833251953,1755383456,633910495,39.45119184776135,15.66816058694915,108.46559091040544,12.683654,174.675905
1755383457,179510243,1755383457,124165166,36.5832633972168,14.835641860961914,98.63899230957031,1755383457,133889022,40.25616541421664,15.91340595940543,110.61573273539167,12.573547,187.249452
1755383457,679486732,1755383457,627113992,37.40700912475586,15.081283569335938,100.8958969116211,1755383457,633879069,41.05942207315445,16.159252522309174,112.72900578552859,12.430793,199.680245
1755383458,179495634,1755383458,129944694,38.23651123046875,15.331143379211426,103.1344223022461,1755383458,133888624,41.86088586566919,16.40570586938974,114.8042131004811,12.266817,211.947061
1755383458,679503450,1755383458,632424245,39.074275970458984,15.583935737609863,105.35470581054688,1755383458,634058212,42.660698739821925,16.652839063801537,116.84074174848928,12.080315,224.027376
1755383459,179566565,1755383459,132995220,39.92047882080078,15.841933250427246,107.55127716064453,1755383459,133885364,43.45795794341973,16.90040128295132,118.83538434031482,11.872876,235.900252
1755383459,679491421,1755383459,633961926,40.77960205078125,16.105098724365234,109.74114227294922,1755383459,633957598,44.253540731438505,17.148693410041822,120.7894513618264,11.628520,247.528772
1755383460,179506985,1755383460,123110249,41.64039611816406,16.36961555480957,111.9046859741211,1755383460,133927368,45.04678708316172,17.39753887102745,122.70044620093564,11.366995,258.895767
1755383460,679482440,1755383460,622200298,42.51418685913086,16.638290405273438,114.03292846679688,1755383460,633919504,45.83781797634629,17.647004185485656,124.56784591759043,11.092723,269.988490
1755383461,179478831,1755383461,124847740,43.39780044555664,16.91250991821289,116.12602996826172,1755383461,133881471,46.62646764997626,17.897065976816513,126.39047253842233,10.805204,280.793694
